content,dominant_topic,label,score,at,app,topic_percentage,value
bagus,0,positive,5,2023-09-01 23:48:07,bumble,0.6,0.998
tulis,4,positive,5,2023-08-26 20:33:21,bumble,0.599,0.993
mantab,3,positive,5,2023-08-21 06:45:55,bumble,0.6,0.999
bagus,0,positive,5,2023-08-15 09:36:07,bumble,0.6,0.998
oke,4,positive,5,2023-08-20 17:58:57,bumble,0.6,0.723
terima kasih,1,positive,5,2023-08-21 19:57:45,bumble,0.733,0.997
tidak bisa masuk akun nomor telepon,1,neutral,2,2023-08-11 09:58:27,bumble,0.6,0.934
apk buruk tidak ada fitur,1,negative,1,2023-08-11 06:41:57,bumble,0.731,0.999
bagus cari teman,0,positive,5,2023-08-11 04:43:49,bumble,0.577,0.894
bagus suka bumble,0,positive,5,2023-08-26 10:58:05,bumble,0.796,0.999
bagus,0,positive,5,2023-08-10 03:51:02,bumble,0.6,0.998
oke,4,positive,5,2023-08-17 22:56:22,bumble,0.6,0.723
oke,4,positive,5,2023-08-13 16:58:36,bumble,0.6,0.723
tidak buruk,4,positive,5,2023-08-11 21:12:13,bumble,0.733,0.998
aplikasi lambat baru kirim pesan tunda pesan lambat unggah foto profil lambat data - akses media sosial lancar,1,neutral,2,2023-08-05 21:36:17,bumble,0.834,0.721
tidak sandung,3,negative,5,2023-08-11 14:25:36,bumble,0.6,0.991
apk sampah,1,negative,1,2023-08-06 00:23:17,bumble,0.733,0.999
lot,4,positive,1,2023-08-05 10:06:30,bumble,0.596,0.968
ribet,2,negative,2,2023-08-09 12:06:17,bumble,0.6,0.999
apk bagus,0,positive,5,2023-08-03 21:39:44,bumble,0.527,0.999
bagus,0,positive,5,2023-08-06 22:16:35,bumble,0.6,0.998
bagus,0,positive,5,2023-08-06 23:12:05,bumble,0.6,0.998
bayar tidak premi kali,2,neutral,1,2023-09-07 01:12:20,bumble,0.798,0.972
senang aplikasi bagus,0,positive,4,2023-07-26 22:14:06,bumble,0.536,0.998
pacar,0,positive,4,2023-08-16 02:06:43,bumble,0.596,0.996
senang senang,2,positive,4,2023-07-23 01:04:54,bumble,0.733,0.999
bagus,0,positive,5,2023-08-17 01:21:25,bumble,0.6,0.998
oke,4,positive,5,2023-07-20 19:06:46,bumble,0.6,0.723
harap izin gesek gratis tinder,1,neutral,4,2023-07-21 17:29:07,bumble,0.539,0.999
kirim video gagal,0,negative,2,2023-07-14 23:39:19,bumble,0.495,0.998
aplikasi orang kualitas ramah,4,positive,5,2023-07-19 13:23:39,bumble,0.664,0.997
parahhh,3,negative,3,2023-07-16 05:59:05,bumble,0.598,0.998
bagus banget,0,positive,1,2023-07-17 12:24:39,bumble,0.4,0.999
oke,4,positive,5,2023-07-17 01:54:55,bumble,0.6,0.723
oke,4,positive,4,2023-07-10 04:01:32,bumble,0.6,0.723
oke,4,positive,5,2023-07-16 22:05:27,bumble,0.6,0.723
bagus,0,positive,5,2023-07-07 11:43:49,bumble,0.6,0.998
bagus,0,positive,5,2023-06-30 19:49:29,bumble,0.6,0.998
wow,1,positive,5,2023-06-28 07:01:02,bumble,0.6,0.999
obrol orang asing bayar,4,negative,1,2023-06-25 09:59:58,bumble,0.495,0.985
oke nih respon bagus,1,positive,5,2023-06-23 23:33:19,bumble,0.544,0.904
bagus,0,positive,4,2023-06-26 08:51:34,bumble,0.6,0.998
mantaapp,3,positive,5,2023-06-29 13:45:48,bumble,0.6,0.99
bagus,0,positive,5,2023-07-07 10:37:27,bumble,0.6,0.998
bagus,0,positive,5,2023-06-27 18:50:35,bumble,0.6,0.998
oke,4,positive,5,2023-06-26 12:51:48,bumble,0.6,0.723
error qrrwe harap fix,2,negative,2,2023-06-18 18:41:54,bumble,0.84,0.676
suka,0,positive,4,2023-06-15 23:42:52,bumble,0.6,0.998
bagus,0,positive,5,2023-06-18 17:34:56,bumble,0.6,0.998
bagus,0,positive,5,2023-06-24 15:05:48,bumble,0.6,0.998
salah baik,2,negative,5,2023-06-26 11:20:08,bumble,0.405,0.999
aplikasi bagus,0,positive,5,2023-06-21 23:41:34,bumble,0.733,0.977
tolong kembali preferensi ras asia tenggara asia timur gadis barat tidak tarik pria asia buang bumble tawar gadis barat kencan,2,neutral,3,2023-06-29 05:01:47,bumble,0.497,0.795
foto,2,positive,5,2023-06-07 12:44:20,bumble,0.598,0.998
hapus akun permanen,1,negative,1,2023-06-06 07:31:11,bumble,0.732,0.993
baik,0,positive,4,2023-06-14 01:31:31,bumble,0.6,0.998
bagus,0,positive,3,2023-05-25 02:24:36,bumble,0.6,0.998
buruk,4,negative,1,2023-05-29 00:32:51,bumble,0.6,0.998
bagus,0,positive,5,2023-05-26 23:26:54,bumble,0.6,0.998
tidak buruk,4,positive,5,2023-06-11 02:18:14,bumble,0.733,0.998
batas,1,positive,5,2023-05-27 03:47:13,bumble,0.599,0.997
wow,1,positive,5,2023-05-28 02:27:10,bumble,0.6,0.999
keren,2,positive,5,2023-06-11 07:29:01,bumble,0.6,0.999
bagus,0,positive,5,2023-05-26 16:16:10,bumble,0.6,0.998
selang selang,1,neutral,5,2023-06-15 13:29:51,bumble,0.733,0.57
okeee,3,positive,5,2023-05-31 11:15:42,bumble,0.6,0.779
bagus,0,positive,5,2023-06-11 09:31:36,bumble,0.6,0.998
bagus,0,positive,5,2023-06-02 01:12:49,bumble,0.6,0.998
selesai akun tangguh langgan aplikasi bodoh,2,neutral,1,2023-05-21 11:35:43,bumble,0.864,0.992
tidak bisa login,1,neutral,1,2023-05-19 11:13:10,bumble,0.6,0.95
buruk,4,negative,1,2023-05-23 12:19:49,bumble,0.6,0.998
bus suka,0,positive,1,2023-05-18 19:24:31,bumble,0.733,0.998
oke,4,positive,5,2023-05-23 12:28:53,bumble,0.6,0.723
bagus,0,positive,5,2023-05-22 14:47:17,bumble,0.6,0.998
bagus,0,positive,5,2023-05-20 18:13:34,bumble,0.6,0.998
oke,4,positive,5,2023-05-22 12:28:33,bumble,0.6,0.723
bagus,0,positive,5,2023-05-17 19:31:34,bumble,0.6,0.998
oke mantap,1,positive,5,2023-05-18 07:38:37,bumble,0.401,0.999
aplikasi baik,0,positive,5,2023-05-18 20:24:32,bumble,0.733,0.992
oke,4,positive,4,2023-05-13 19:59:52,bumble,0.6,0.723
coba,0,positive,3,2023-05-15 16:56:26,bumble,0.6,0.963
cari emas,4,negative,1,2023-05-12 16:30:35,bumble,0.733,0.997
tanda,3,negative,5,2023-05-11 11:15:04,bumble,0.6,0.545
keren,2,positive,5,2023-05-18 05:26:36,bumble,0.6,0.999
super duper,3,positive,4,2023-05-22 13:34:16,bumble,0.6,0.982
aplikasi buruk,4,negative,1,2023-05-05 19:13:42,bumble,0.411,0.999
seru,0,negative,5,2023-05-06 21:16:17,bumble,0.597,0.97
bagus,0,positive,5,2023-05-07 01:27:01,bumble,0.6,0.998
aplikasi bagus,0,positive,5,2023-05-03 02:09:59,bumble,0.733,0.977
okekkk,3,negative,5,2023-04-30 19:19:54,bumble,0.6,0.966
bagus,0,positive,5,2023-04-28 18:15:50,bumble,0.6,0.998
bagus,0,positive,5,2023-04-27 22:13:58,bumble,0.6,0.998
aplikasi bagus,0,positive,5,2023-05-01 17:36:14,bumble,0.733,0.977
ya ampun,2,negative,5,2023-04-24 09:09:16,bumble,0.6,0.998
ntapass,3,negative,5,2023-04-27 03:38:20,bumble,0.6,0.963
tarik,2,positive,5,2023-04-17 18:22:56,bumble,0.6,0.999
mantap sih,1,positive,5,2023-04-20 14:58:58,bumble,0.6,0.999
bayar premi umur hidup akun premium tidak aktif selesai bruhh buang uang tidak ada keluh,1,negative,1,2023-04-08 10:11:59,bumble,0.919,0.998
aplikasi bagus terus karya,0,positive,5,2023-04-14 09:08:46,bumble,0.8,0.999
dingin,3,negative,4,2023-04-13 18:12:53,bumble,0.6,0.627
tolong beta,2,negative,1,2023-04-11 17:51:04,bumble,0.733,0.757
aplikasi kompleks,2,neutral,1,2023-04-05 12:56:50,bumble,0.471,0.832
blog,3,positive,5,2023-04-09 15:33:29,bumble,0.6,0.987
kritik,3,negative,5,2023-04-08 06:35:53,bumble,0.599,0.549
oke,4,positive,5,2023-04-12 02:57:48,bumble,0.6,0.723
oke,4,positive,5,2023-04-06 00:42:50,bumble,0.6,0.723
terbaiktttt,3,positive,5,2023-03-31 11:22:45,bumble,0.6,0.989
mntap,3,negative,5,2023-04-03 12:39:30,bumble,0.6,0.863
bagus,0,positive,5,2023-04-02 19:12:49,bumble,0.6,0.998
aplikasi bagus,0,positive,5,2023-04-05 08:31:35,bumble,0.733,0.977
asik,0,positive,5,2023-04-09 10:43:11,bumble,0.596,0.999
acau,3,negative,3,2023-03-25 13:38:20,bumble,0.6,0.851
coba,0,positive,3,2023-04-02 18:36:24,bumble,0.6,0.963
gertak,3,negative,5,2023-03-28 00:43:28,bumble,0.6,0.993
fc bayar copot pasang obrol,2,negative,1,2023-03-19 05:40:51,bumble,0.866,0.922
algoritma cocok orang sulit,2,negative,4,2023-03-19 14:25:58,bumble,0.535,0.59
bagus,0,positive,5,2023-03-27 01:44:18,bumble,0.6,0.998
bagus,0,positive,5,2023-04-30 21:48:03,bumble,0.6,0.998
rusa,3,positive,5,2023-03-20 20:10:15,bumble,0.6,0.99
oke,4,positive,5,2023-03-18 18:19:29,bumble,0.6,0.723
tidak bisa masuk akun bantu,2,neutral,2,2023-03-12 12:26:54,bumble,0.508,0.996
sederhana,3,positive,3,2023-04-05 17:44:00,bumble,0.6,0.998
bagus,0,positive,5,2023-04-01 15:36:58,bumble,0.6,0.998
bagus,0,positive,5,2023-03-14 20:30:52,bumble,0.6,0.998
bagus,0,positive,5,2023-04-10 23:45:50,bumble,0.6,0.998
oke,4,positive,4,2023-03-14 17:10:25,bumble,0.6,0.723
bismillah,3,positive,5,2023-03-05 08:13:54,bumble,0.6,0.992
bagus,0,positive,5,2023-03-03 23:05:12,bumble,0.6,0.998
bagus,0,positive,5,2023-03-08 21:59:17,bumble,0.6,0.998
keren,2,positive,5,2023-03-06 16:37:11,bumble,0.6,0.999
bagus,0,positive,5,2023-03-05 00:15:00,bumble,0.6,0.998
aplikasi ok,1,positive,5,2023-03-09 18:34:42,bumble,0.471,0.626
terima kasih -besarnya kembang temu kampus,1,positive,5,2023-02-23 05:41:01,bumble,0.885,0.732
sederhana,3,positive,5,2023-02-25 20:05:45,bumble,0.6,0.998
oke,4,positive,5,2023-02-26 14:00:49,bumble,0.6,0.723
keren,2,positive,5,2023-02-24 23:07:35,bumble,0.6,0.999
buruk blokir akun coba akun blokir,1,negative,2,2023-04-05 18:02:01,bumble,0.59,0.539
umur bertahun- aplikasi umur mohon baik,1,neutral,2,2023-02-15 00:44:43,bumble,0.613,0.486
login susah,1,negative,1,2023-02-20 21:28:11,bumble,0.467,0.999
aplikasi kencan bagus,0,positive,5,2023-02-22 00:15:39,bumble,0.53,0.998
bagus,0,positive,5,2023-02-21 12:18:03,bumble,0.6,0.998
bagus,0,positive,5,2023-02-19 08:30:38,bumble,0.6,0.998
ketuk,3,positive,5,2023-02-26 00:46:01,bumble,0.6,0.64
bagus,0,positive,4,2023-02-13 19:32:52,bumble,0.6,0.998
bagus,0,positive,1,2023-02-23 20:19:46,bumble,0.6,0.998
bagus,0,positive,5,2023-03-09 20:09:44,bumble,0.6,0.998
bagus,0,positive,5,2023-02-14 23:24:39,bumble,0.6,0.998
siiiip,3,negative,5,2023-02-11 20:16:04,bumble,0.6,0.996
bagus,0,positive,5,2023-02-09 00:44:25,bumble,0.6,0.998
bagus,0,positive,5,2023-02-12 19:10:52,bumble,0.6,0.998
aplikasi bagus,0,positive,5,2023-02-16 23:26:34,bumble,0.733,0.977
bintang tidak arti alam negatif milik alam upaya nyata bantu terima kasih bumble,1,positive,5,2023-02-07 00:22:50,bumble,0.668,0.997
aplikasi bagus terima kasih,1,positive,5,2023-02-06 03:26:22,bumble,0.45,0.997
tidak buruk,4,positive,3,2023-02-07 19:02:20,bumble,0.733,0.998
apk cacat,2,negative,1,2023-02-04 01:17:28,bumble,0.727,0.999
oke,4,positive,5,2023-02-07 18:03:46,bumble,0.6,0.723
bagus,0,positive,5,2023-02-06 04:34:56,bumble,0.6,0.998
sapi,3,positive,4,2023-02-02 22:37:00,bumble,0.6,0.999
bayarrrrr,3,negative,3,2023-02-02 18:40:02,bumble,0.6,0.986
usus,3,positive,5,2023-02-03 14:37:16,bumble,0.6,0.648
bagus,0,positive,5,2023-02-03 19:38:30,bumble,0.6,0.998
ntapp,3,negative,5,2023-02-01 14:42:18,bumble,0.6,0.678
lumayan,1,positive,4,2023-02-02 09:08:00,bumble,0.6,0.996
oke,4,positive,5,2023-02-09 14:49:27,bumble,0.6,0.723
terima kasih erti yapiiii,1,positive,5,2023-01-27 05:29:53,bumble,0.84,0.995
seru,0,negative,4,2023-02-05 22:11:16,bumble,0.597,0.97
aplikasi bagus,0,positive,4,2023-01-27 23:35:04,bumble,0.733,0.977
bagus,0,positive,5,2023-01-22 08:01:24,bumble,0.6,0.998
suka,0,positive,5,2023-01-26 04:05:36,bumble,0.6,0.998
bagus,0,positive,3,2023-01-19 09:36:19,bumble,0.6,0.998
aplikasi anjing,2,negative,1,2023-04-17 10:58:43,bumble,0.472,0.995
betapa buruk masyarakat,3,negative,1,2023-01-17 03:58:32,bumble,0.733,0.998
baik,0,positive,4,2022-12-27 15:06:25,bumble,0.6,0.998
bagus,0,positive,4,2023-01-05 13:10:40,bumble,0.6,0.998
bagus,0,positive,4,2022-12-26 01:35:27,bumble,0.6,0.998
bagus,0,positive,4,2022-12-30 20:17:25,bumble,0.6,0.998
ah jelek,4,negative,1,2023-01-09 13:35:34,bumble,0.411,0.828
tanda,3,negative,1,2023-01-05 15:50:00,bumble,0.6,0.545
keren,2,positive,5,2023-01-03 22:19:48,bumble,0.6,0.999
jodoh,3,negative,5,2023-01-06 09:25:38,bumble,0.597,0.999
bagus,0,positive,5,2023-01-11 17:02:38,bumble,0.6,0.998
bagus,0,positive,5,2022-12-22 22:29:09,bumble,0.6,0.998
seruuuuuu,3,positive,5,2022-12-31 06:55:35,bumble,0.6,0.997
bagus,0,positive,5,2022-12-27 22:18:30,bumble,0.6,0.998
seru seru,0,positive,5,2023-01-08 03:41:51,bumble,0.732,0.999
bagus bagus,0,positive,5,2023-01-09 22:12:11,bumble,0.733,0.996
apk bagus,0,positive,5,2023-01-07 09:19:49,bumble,0.528,0.999
coba,0,positive,5,2023-01-02 04:01:17,bumble,0.6,0.963
aplikasi bagus,0,positive,5,2022-12-26 20:36:56,bumble,0.733,0.977
tidak ada fitur pilih obrol kali hapus pesan pilih daftar atas sebal buang,1,neutral,2,2023-01-17 11:40:24,bumble,0.747,0.646
sulit,2,negative,4,2022-12-20 08:38:27,bumble,0.599,0.999
bumble bagus sempurna,1,positive,5,2022-12-19 19:27:58,bumble,0.597,0.999
lumayan bagus,0,positive,3,2022-12-16 10:11:50,bumble,0.4,0.997
susah verifikasi,2,negative,1,2022-12-15 19:27:41,bumble,0.6,0.999
rekomendasi,2,positive,5,2023-01-02 07:50:06,bumble,0.6,0.999
coba,0,positive,5,2022-12-18 23:28:19,bumble,0.6,0.963
aplikasi bagus,0,positive,5,2022-12-21 15:49:20,bumble,0.733,0.977
aplikasi fitur sebab mode gelap,1,neutral,4,2023-01-01 18:28:26,bumble,0.837,0.97
bayar bayar bayar sebal,2,negative,1,2023-01-10 23:20:45,bumble,0.839,0.906
senang mudah,2,positive,5,2023-01-04 00:23:17,bumble,0.6,0.997
bagus,0,positive,5,2022-12-14 22:37:48,bumble,0.6,0.998
bagua bange,3,positive,5,2022-12-15 15:12:21,bumble,0.733,0.998
keren,2,positive,5,2022-12-09 15:49:19,bumble,0.6,0.999
level tantan,0,positive,2,2022-12-04 04:13:35,bumble,0.732,0.978
tidak ada uang tidak ada pesta,2,positive,3,2022-12-27 10:08:42,bumble,0.4,0.373
oke,4,positive,1,2022-12-11 16:21:05,bumble,0.6,0.723
prabayar,0,neutral,1,2022-12-03 20:02:26,bumble,0.6,0.883
bagus,0,positive,5,2022-12-04 15:01:52,bumble,0.6,0.998
bagus,0,positive,5,2022-12-07 02:08:34,bumble,0.6,0.998
sehat,3,positive,5,2022-11-30 17:48:47,bumble,0.6,0.999
bagus,0,positive,5,2022-12-03 17:19:55,bumble,0.6,0.998
obrol teman,2,positive,1,2022-11-25 15:43:49,bumble,0.729,0.967
sulit match,2,negative,3,2022-11-26 11:10:39,bumble,0.731,0.999
bagus,0,positive,5,2022-11-28 23:11:24,bumble,0.6,0.998
bagus,0,positive,5,2022-11-22 23:42:31,bumble,0.6,0.998
stabil,3,positive,5,2022-11-26 01:22:05,bumble,0.6,0.999
bagus,0,positive,5,2022-11-24 20:52:50,bumble,0.6,0.998
asik,0,positive,5,2022-11-22 12:01:04,bumble,0.596,0.999
joossss,3,positive,5,2022-11-19 21:13:01,bumble,0.6,0.987
bagus,0,positive,5,2022-11-21 16:11:42,bumble,0.6,0.998
jelek,4,negative,5,2022-12-17 18:21:02,bumble,0.6,0.999
oke mantap,1,positive,5,2022-11-19 23:37:39,bumble,0.401,0.999
bodoh tidak dapat muat ulang pesan pindah pesan baru idiot bumble,0,negative,1,2022-11-16 20:30:11,bumble,0.593,0.998
tidak erti blokir tidak pernah salah aplikasi,1,positive,1,2022-11-09 21:57:05,bumble,0.795,0.988
tidak baik,0,negative,1,2022-11-11 15:09:50,bumble,0.6,0.999
bagus,0,positive,5,2022-11-15 09:25:03,bumble,0.6,0.998
mantap,1,positive,5,2022-11-08 23:55:40,bumble,0.6,0.999
bagus,0,positive,5,2022-11-09 10:26:43,bumble,0.6,0.998
bagus,0,positive,5,2022-11-19 14:56:25,bumble,0.6,0.998
aplikasi bagus,0,positive,5,2022-11-16 14:06:49,bumble,0.733,0.977
terima kasih,1,positive,3,2022-11-13 11:30:04,bumble,0.733,0.997
baik,0,positive,3,2022-11-06 08:07:28,bumble,0.6,0.998
login sulit,1,negative,1,2022-11-02 18:25:59,bumble,0.4,0.999
tanda,3,negative,1,2022-11-10 18:52:53,bumble,0.6,0.545
bagus,0,positive,5,2022-11-05 03:15:32,bumble,0.6,0.998
keren,2,positive,5,2022-11-06 21:49:08,bumble,0.6,0.999
amin,3,positive,5,2022-11-07 16:03:14,bumble,0.599,0.995
kencan bumble teman baik,1,positive,5,2022-11-20 18:04:32,bumble,0.543,0.999
susah match,2,negative,4,2022-10-31 14:26:42,bumble,0.731,0.998
bagus,0,positive,5,2022-10-30 11:12:59,bumble,0.6,0.998
upload foto freeze,2,negative,1,2022-10-19 00:08:03,bumble,0.799,0.584
bagus,0,positive,5,2022-10-22 23:08:37,bumble,0.6,0.998
bagus,0,positive,5,2022-10-31 00:51:29,bumble,0.6,0.998
bagus,0,positive,5,2022-10-24 17:59:33,bumble,0.6,0.998
bagus,0,positive,5,2022-10-24 22:39:03,bumble,0.6,0.998
aplikasi bagus,0,positive,5,2022-10-29 11:49:58,bumble,0.733,0.977
lumanyun lahhhhh,3,positive,5,2022-10-22 02:27:58,bumble,0.733,0.998
bagus bagus,0,positive,5,2022-10-14 18:36:59,bumble,0.733,0.996
sat set sat set isi ulang,3,neutral,4,2022-10-19 12:34:05,bumble,0.747,0.999
oke,4,positive,3,2022-10-13 12:58:40,bumble,0.6,0.723
baik kencan,1,positive,5,2022-10-17 02:44:16,bumble,0.405,0.995
coba,0,positive,5,2022-10-15 23:51:52,bumble,0.6,0.963
apk gj anehh,1,negative,1,2022-10-13 10:58:57,bumble,0.8,0.999
bagus,0,positive,5,2022-10-14 00:12:17,bumble,0.6,0.998
bagus,0,positive,5,2022-10-12 00:23:11,bumble,0.6,0.998
kritik,3,negative,5,2022-10-07 21:00:23,bumble,0.599,0.549
uh,3,negative,5,2022-10-09 13:52:19,bumble,0.6,0.929
bagus,0,positive,5,2022-10-16 21:47:37,bumble,0.6,0.998
bagus banget,0,positive,5,2022-10-06 10:00:41,bumble,0.4,0.999
tidak fungsi timika tulis install oops we cant show this content right now try checking your data connection sampah banget appss,1,negative,1,2022-10-01 19:14:26,bumble,0.861,0.999
mantapd,3,positive,3,2022-10-04 11:25:11,bumble,0.6,0.999
oke,4,positive,3,2022-10-02 00:44:30,bumble,0.6,0.723
bagus,0,positive,5,2022-10-04 23:03:47,bumble,0.6,0.998
bagus,0,positive,5,2022-10-05 12:25:08,bumble,0.6,0.998
bagus banget,0,positive,5,2022-10-08 19:26:53,bumble,0.4,0.999
bagus,0,positive,5,2022-10-05 21:09:04,bumble,0.6,0.998
suka,0,positive,5,2022-09-29 08:51:26,bumble,0.6,0.998
lumayan,1,positive,4,2022-09-24 09:45:44,bumble,0.6,0.996
coba,0,positive,4,2022-09-26 20:09:32,bumble,0.6,0.963
bagus,0,positive,5,2022-09-25 09:53:37,bumble,0.6,0.998
bagus,0,positive,5,2022-09-24 19:25:37,bumble,0.6,0.998
bagus,0,positive,5,2022-09-24 10:25:03,bumble,0.6,0.998
ok sih,1,negative,5,2022-09-24 03:59:28,bumble,0.6,0.996
kalah tanding tidak sengaja geser kiri klik tombol undo,1,neutral,2,2022-09-17 13:53:06,bumble,0.898,0.514
tidak begitu bagus,0,negative,2,2022-09-20 21:41:19,bumble,0.6,0.999
bagus,0,positive,4,2022-09-17 14:04:34,bumble,0.6,0.998
bagus loh,0,positive,4,2022-09-25 01:55:51,bumble,0.4,0.991
oke,4,positive,5,2022-09-21 07:44:43,bumble,0.6,0.723
keren,2,positive,5,2022-09-18 00:52:41,bumble,0.6,0.999
peluang,3,positive,5,2022-09-21 18:28:30,bumble,0.6,0.999
bagus,0,positive,5,2022-09-16 02:17:35,bumble,0.6,0.998
baik,0,positive,5,2022-09-16 13:06:25,bumble,0.6,0.998
oke,4,positive,5,2022-09-19 00:57:07,bumble,0.6,0.723
kritik,3,negative,5,2022-09-21 00:20:51,bumble,0.599,0.549
kecewa,2,negative,1,2022-09-10 20:53:01,bumble,0.599,0.999
bagus,0,positive,5,2022-09-12 00:05:28,bumble,0.6,0.998
uh,3,negative,5,2022-09-16 16:34:28,bumble,0.6,0.929
bagus,0,positive,5,2022-09-09 21:32:13,bumble,0.6,0.998
bagus,0,positive,5,2022-09-17 23:37:17,bumble,0.6,0.998
bagus,0,positive,5,2022-09-09 21:28:29,bumble,0.6,0.998
bagus,0,positive,4,2022-09-07 10:41:37,bumble,0.6,0.998
bagus,0,positive,5,2022-09-04 07:25:02,bumble,0.6,0.998
oke,4,positive,5,2022-09-27 09:15:46,bumble,0.6,0.723
bb,3,positive,5,2022-09-03 11:07:25,bumble,0.6,0.762
aplikasi bagus,0,positive,5,2022-09-04 00:50:09,bumble,0.733,0.977
jelek banget,4,negative,1,2022-09-03 13:51:08,bumble,0.6,0.997
bagus,0,positive,5,2022-08-26 20:14:57,bumble,0.6,0.998
bagus,0,positive,5,2022-08-29 21:00:16,bumble,0.6,0.998
bagus,0,positive,5,2022-08-31 09:54:48,bumble,0.6,0.998
bagus,0,positive,5,2022-08-28 10:43:44,bumble,0.6,0.998
bagus,0,positive,5,2022-08-30 12:59:52,bumble,0.6,0.998
aps bagus,0,positive,5,2022-08-28 23:10:42,bumble,0.401,0.997
suka aplikasi,0,positive,5,2022-08-28 15:43:26,bumble,0.733,0.997
tinggal kota jepara indonesia aplikasi tidak tampil databse kota jepara tidak fungsi selesai baru database kota negara indonesia,1,neutral,1,2022-08-14 15:22:48,bumble,0.938,0.977
tidak fungsi,3,negative,1,2022-08-14 05:46:23,bumble,0.592,0.999
bumble baik,0,positive,5,2022-08-06 11:31:38,bumble,0.54,0.999
ngefreeze,1,positive,1,2022-08-03 16:28:50,bumble,0.6,0.74
ngefreeze,1,positive,2,2022-08-06 00:07:51,bumble,0.6,0.74
bug,0,positive,2,2022-08-06 03:48:13,bumble,0.593,0.915
dingin,3,negative,5,2022-08-05 19:47:47,bumble,0.6,0.627
oke,4,positive,5,2022-08-03 22:54:03,bumble,0.6,0.723
tidur,4,positive,5,2022-08-07 22:42:37,bumble,0.6,0.985
bagus,0,positive,5,2022-08-07 03:19:19,bumble,0.6,0.998
ya ampun,2,negative,5,2022-08-05 10:08:43,bumble,0.6,0.998
tidak taruh,3,negative,5,2022-08-06 09:06:36,bumble,0.729,0.988
tulis ulas dasar aplikasi suka palsu sorot hapus,0,neutral,3,2022-08-02 11:17:04,bumble,0.407,0.946
bagus,0,positive,4,2022-08-02 07:14:06,bumble,0.6,0.998
cocok,0,positive,4,2022-07-31 15:11:15,bumble,0.593,0.98
oke,4,positive,3,2022-07-26 22:58:08,bumble,0.6,0.723
ext,3,negative,5,2022-07-25 15:19:15,bumble,0.6,0.968
oke,4,positive,5,2022-08-01 22:33:07,bumble,0.6,0.723
bagus,0,positive,5,2022-07-25 05:52:02,bumble,0.6,0.998
bagus,0,positive,5,2022-08-04 01:33:25,bumble,0.6,0.998
bagus,0,positive,5,2022-07-23 14:01:21,bumble,0.6,0.998
bagus,0,positive,5,2022-08-02 10:54:04,bumble,0.6,0.998
oke,4,positive,5,2022-07-26 01:28:43,bumble,0.6,0.723
hai,0,negative,5,2022-07-30 20:24:57,bumble,0.597,0.978
umur tidak bisa masuk akun blokir,1,neutral,1,2022-07-14 01:09:41,bumble,0.612,0.992
gajelaserror susah login,2,negative,1,2022-07-15 16:38:03,bumble,0.43,0.999
pakai apk bumble ok ok ajasi tidak ada kendala,1,positive,5,2022-07-19 18:14:35,bumble,0.885,0.887
bagus,0,positive,4,2022-07-14 09:12:12,bumble,0.6,0.998
coba,0,positive,4,2022-07-17 16:29:46,bumble,0.6,0.963
bagus,0,positive,5,2022-07-12 19:23:44,bumble,0.6,0.998
bagus,0,positive,5,2022-07-15 01:27:34,bumble,0.6,0.998
bagus,0,positive,5,2022-07-18 00:12:22,bumble,0.6,0.998
bagus,0,positive,5,2022-07-18 00:29:07,bumble,0.6,0.998
hadap,3,positive,5,2022-07-17 09:50:29,bumble,0.6,0.865
cocok tampil tarik,2,positive,5,2022-07-15 18:09:03,bumble,0.798,0.992
oke,4,positive,5,2022-07-19 00:22:26,bumble,0.6,0.723
akun blokir baru,1,neutral,1,2022-07-06 20:34:09,bumble,0.798,0.99
bagus,0,positive,5,2022-07-09 20:55:50,bumble,0.6,0.998
erorrr loading,0,negative,1,2022-07-02 22:33:43,bumble,0.725,0.999
bagua,3,positive,4,2022-07-28 08:05:56,bumble,0.6,0.991
bagus,0,positive,4,2022-06-28 21:12:27,bumble,0.6,0.998
ngelag parah,4,negative,1,2022-07-04 09:53:23,bumble,0.405,0.999
keren,2,positive,5,2022-07-03 10:30:05,bumble,0.6,0.999
bagus,0,positive,5,2022-07-06 17:48:12,bumble,0.6,0.998
bagus,0,positive,5,2022-07-23 19:49:32,bumble,0.6,0.998
bantu,2,negative,5,2022-06-29 21:22:20,bumble,0.6,0.823
apk bagus,0,positive,5,2022-07-12 00:50:08,bumble,0.528,0.999
bqgus,3,positive,5,2022-06-27 09:39:08,bumble,0.6,0.968
mantap kali,1,positive,5,2022-06-26 09:54:29,bumble,0.732,0.999
aplikasi bagus,0,positive,5,2022-06-26 20:58:48,bumble,0.733,0.977
ukur fontnya tolong kecil ukur fontnya nyaman tulis teks mudah baca terima kasih,2,positive,3,2022-06-22 21:32:37,bumble,0.47,0.914
bug bug ganggu diswipe layar penuh warna putih tolong baik,1,negative,1,2022-06-14 20:32:31,bumble,0.76,0.843
temu gadis,2,positive,5,2022-07-19 03:09:02,bumble,0.729,0.947
bagus,0,positive,5,2022-06-23 22:26:16,bumble,0.6,0.998
usus,3,positive,5,2022-06-20 16:50:02,bumble,0.6,0.648
bagus,0,positive,5,2022-06-21 23:05:48,bumble,0.6,0.998
keren,2,positive,5,2022-06-23 01:15:28,bumble,0.6,0.999
